English	Term1	Term2	Term1_Audio	Term2_Audio	tags
On the contrary!	doch		[sound:BAKU_A1_doch_dwdownload.mp3]		unser-haus
dirty	schmutzig <br><small><i>schmutziger, am schmutzigsten</i></small><br><br>	dreckig <br><small><i>dreckiger, am dreckigsten</i></small>	[sound:BAKU_B1_schmutzig_dwdownload.mp3]	[sound:BAKU_A1_dreckig_dwdownload.mp3]	unser-haus
"to shower; to take a shower<br><img src=""40093347_507.jpg"" width=""50%"" height=""50%"">"	(sich) duschen <br><small><i>duscht, duschte, hat geduscht</i></small>		[sound:BAKU_A1_duschen_dwdownload.mp3]		unser-haus
your/yours	euer/eure		[sound:BAKU_euer_dwdownload.mp3]		unser-haus
"hair dryer<br><img src=""39775674_507.jpg"" width=""50%"" height=""50%"">"	der Föhn, die Föhne		[sound:BAKU_A1_Foehn_dwdownload.mp3]		unser-haus
"hand towel<br><img src=""39775583_507.jpg"" width=""50%"" height=""50%"">"	das Handtuch, die Handtücher		[sound:BAKU_A2_Handtuch_dwdownload.mp3]		unser-haus
her	ihr(e)		[sound:BAKU_A1_ihr_dwdownload.mp3]		unser-haus
their	ihr(e)		[sound:BAKU_A1_ihr_dwdownload.mp3]		unser-haus
your (formal)	Ihr(e) <br><small><i>formell, Singular und Plural</i></small>		[sound:BAKU_A1_ihr_dwdownload.mp3]		unser-haus
always	immer		[sound:BAKU_A1_immer_dwdownload.mp3]		unser-haus
child's room	das Kinderzimmer, die Kinderzimmer		[sound:BAKU_A1_Kinderzimmer_dwdownload.mp3]		unser-haus
come in	Komm rein!		[sound:BAKU_A1_komm_rein_dwdownload.mp3]		unser-haus
That depends.	Kommt drauf an.		[sound:BAKU_A1_kommt_drauf_an_dwdownload.mp3]		unser-haus
my	mein(e)		[sound:BAKU_A1_mein_dwdownload.mp3]		unser-haus
Would you like something to drink? (informal)	Möchtest du etwas trinken?		[sound:BAKU_A1_moechtest_du_etwas_trinken_dwdownload.mp3]		unser-haus
neighbor (male)	der Nachbar, die Nachbarn		[sound:BAKU_A1_Nachbar_dwdownload.mp3]		unser-haus
neighbor (female)	die Nachbarin, die Nachbarinnen		[sound:BAKU_A1_Nachbarin_dwdownload.mp3]		unser-haus
to clean (something)	(etwas) putzen <br><small><i>putzt, putzte, hat geputzt</i></small>		[sound:BAKU_A2_putzen_dwdownload.mp3]		unser-haus
clean	sauber <br><small><i>sauberer, am saubersten</i></small>		[sound:BAKU_A2_sauber_dwdownload.mp3]		unser-haus
to sleep	schlafen <br><small><i>schläft, schlief, hat geschlafen</i></small>		[sound:BAKU_A1_schlafen_dwdownload.mp3]		unser-haus
his/its	sein(e)		[sound:BAKU_A1_sein_dwdownload.mp3]		unser-haus
"clock<br><img src=""39936368_507.jpg"" width=""50%"" height=""50%"">"	die Uhr, die Uhren		[sound:BAKU_A1_Uhr_dwdownload.mp3]		unser-haus
our	unser(e)		[sound:BAKU_A1_unser_dwdownload.mp3]		unser-haus
"underwear; underpants<br><img src=""39936360_507.jpg"" width=""50%"" height=""50%"">"	die Unterhose, die Unterhosen		[sound:BAKU_A1_Unterhose_dwdownload.mp3]		unser-haus
warm	warm <br><small><i>wärmer, am wärmsten</i></small>		[sound:BAKU_A1_warm_dwdownload.mp3]		unser-haus
"doctor (male)<br><img src=""39938463_507.jpg"" width=""50%"" height=""50%"">"	der Arzt, die Ärzte		[sound:BAKU_A1_Arzt_dwdownload.mp3]		emmas-tag
"doctor (female)<br><img src=""39938501_507.jpg"" width=""50%"" height=""50%"">"	die Ärztin, die Ärztinnen		[sound:BAKU_A1_Aerztin_dwdownload.mp3]		emmas-tag
babysitter (male)	der Babysitter, die Babysitter		[sound:BAKU_A2_Babysitter_dwdownload.mp3]		emmas-tag
babysitter (female)	die Babysitterin, die Babysitterinnen 		[sound:BAKU_A2_Babysitterin_dwdownload.mp3]		emmas-tag
to begin; to start	beginnen <br><small><i>beginnt, begann, hat begonnen</i></small>		[sound:BAKU_A1_beginnen_dwdownload.mp3]		emmas-tag
until	bis		[sound:BAKU_A1_bis_dwdownload.mp3]		emmas-tag
That won't/doesn't work.	Das geht nicht.		[sound:BAKU_A1_das_geht_nicht_dwdownload.mp3]		emmas-tag
Unfortunately, I don't know.	Das weiß ich leider nicht.		[sound:BAKU_A1_das_weiss_ich_leider_nicht_dwdownload.mp3]		emmas-tag
half (here it is used to express time and say it is halfway to the next full hour)	halb		[sound:BAKU_A1_halb_dwdownload.mp3]		emmas-tag
sick; ill	krank <br><small><i>kränker, am kränksten</i></small>		[sound:BAKU_A1_krank_dwdownload.mp3]		emmas-tag
solution	die Lösung, die Lösungen		[sound:BAKU_A2_Loesung_dwdownload.mp3]		emmas-tag
lunch break	die Mittagspause, die Mittagspausen		[sound:BAKU_A1_Mittagspause_dwdownload.mp3]		emmas-tag
tomorrow	morgen		[sound:BAKU_A1_morgen_dwdownload.mp3]		emmas-tag
"school<br><img src=""39963510_507.jpg"" width=""50%"" height=""50%"">"	die Schule, die Schulen		[sound:BAKU_A1_Schule_dwdownload.mp3]		emmas-tag
day	der Tag, die Tage 		[sound:BAKU_A1_Tag_dwdownload.mp3]		emmas-tag
"appointment<br><img src=""40102690_507.jpg"" width=""50%"" height=""50%"">"	der Termin, die Termine		[sound:BAKU_A1_Termin_dwdownload.mp3]		emmas-tag
"training; workout; (sports) practice<br><img src=""39655149_507.jpg"" width=""50%"" height=""50%"">"	das Training, die Trainings		[sound:BAKU_A1_Training_dwdownload.mp3]		emmas-tag
I'm sorry.	Tut mir leid.		[sound:BAKU_A1_tut_mir_leid_dwdownload.mp3]		emmas-tag
at; around	um		[sound:BAKU_A1_um_dwdownload.mp3]		emmas-tag
"volleyball practice<br><img src=""40983458_507.jpg"" width=""50%"" height=""50%"">"	das Volleyballtraining, die Volleyballtrainings		[sound:BAKU_A1_volleyballtraining_dwdownload.mp3]		emmas-tag
when	wann		[sound:BAKU_A1_wann_dwdownload.mp3]		emmas-tag
How late is it?/What time is it?	Wie spät ist es?		[sound:BAKU_A1_wie_spaet_ist_es_dwdownload.mp3]		emmas-tag
What time is it?	Wie viel Uhr ist es?		[sound:BAKU_A1_wie_viel_uhr_ist_es_dwdownload.mp3]		emmas-tag
evening	der Abend, die Abende		[sound:BAKU_A1_Abend_dwdownload.mp3]		tageszeiten
dinner	das Abendessen, die Abendessen		[sound:BAKU_A1_Abendessen_dwdownload.mp3]		tageszeiten
in the morning	am Morgen		[sound:BAKU_A1_am_morgen_dwdownload.mp3]		tageszeiten
to call someone	jemanden an|rufen <br><small><i>ruft an, rief an, hat angerufen</i></small>		[sound:BAKU_A1_anrufen_dwdownload.mp3]		tageszeiten
"apple<br><img src=""39433335_507.jpg"" width=""50%"" height=""50%"">"	der Apfel, die Äpfel		[sound:BAKU_A1_Apfel_dwdownload.mp3]		tageszeiten
to clean up something; to tidy up something	etwas auf|räumen <br><small><i>räumt auf, räumte auf, hat aufgeräumt</i></small>		[sound:BAKU_A2_aufraeumen_dwdownload.mp3]		tageszeiten
to get up 	auf|stehen <br><small><i>steht auf, stand auf, ist aufgestanden</i></small>		[sound:BAKU_A1_aufstehen_dwdownload.mp3]		tageszeiten
to go out	raus|gehen <br><small><i>geht raus, ging raus, ist rausgegangen</i></small><br><br>	aus|gehen <br><small><i>geht aus, ging aus, ist ausgegangen</i></small>	[sound:BAKU_A1_rausgehen_dwdownload.mp3]	[sound:BAKU_A1_ausgehen_dwdownload.mp3]	tageszeiten
to buy/shop for something	etwas ein|kaufen <br><small><i>kauft ein, kaufte ein, hat eingekauft</i></small>		[sound:BAKU_A1_einkaufen_dwdownload.mp3]		tageszeiten
almost always	fast immer		[sound:BAKU_A1_fast_immer_dwdownload.mp3]		tageszeiten
to watch television	fern|sehen <br><small><i>sieht fern, sah fern, hat ferngesehen</i></small>		[sound:BAKU_A1_fernsehen_dwdownload.mp3]		tageszeiten
flute	die Flöte, die Flöten		[sound:BAKU_A2_Floete_dwdownload.mp3]		tageszeiten
"breakfast<br><img src=""39693392_507.jpg"" width=""50%"" height=""50%"">"	das Frühstück, die Frühstücke		[sound:BAKU_A1_Fruehstueck_dwdownload.mp3]		tageszeiten
to eat breakfast	frühstücken <br><small><i>frühstückt, frühstückte, hat gefrühstückt</i></small>		[sound:BAKU_A1_fruehstuecken_dwdownload.mp3]		tageszeiten
"vegetables<br><img src=""39932292_507.jpg"" width=""50%"" height=""50%"">"	das Gemüse <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Gemuese_dwdownload.mp3]		tageszeiten
every day	jeden Tag		[sound:BAKU_A1_jeden_tag_dwdownload.mp3]		tageszeiten
sometimes	manchmal		[sound:BAKU_A1_manchmal_dwdownload.mp3]		tageszeiten
most of the time	meistens		[sound:BAKU_A1_meistens_dwdownload.mp3]		tageszeiten
noon; midday	der Mittag, die Mittage		[sound:BAKU_A1_Mittag_dwdownload.mp3]		tageszeiten
lunch	das Mittagessen, die Mittagessen		[sound:BAKU_A1_Mittagessen_dwdownload.mp3]		tageszeiten
morning	der Morgen, die Morgen		[sound:BAKU_A1_Morgen_der_dwdownload.mp3]		tageszeiten
"granola<br><img src=""39693200_507.jpg"" width=""50%"" height=""50%"">"	das Müsli, die Müslis		[sound:BAKU_A1_Muesli_dwdownload.mp3]		tageszeiten
after	nach		[sound:BAKU_A1_nach_dwdownload.mp3]		tageszeiten
night	die Nacht, die Nächte		[sound:BAKU_A1_Nacht_dwdownload.mp3]		tageszeiten
never	nie		[sound:BAKU_A1_nie_dwdownload.mp3]		tageszeiten
normally	normalerweise		[sound:BAKU_A2_normalerweise_dwdownload.mp3]		tageszeiten
seldom	selten <br><small><i>seltener, am seltensten</i></small>		[sound:BAKU_A2_selten_dwdownload.mp3]		tageszeiten
morning; before noon	der Vormittag, die Vormittage		[sound:BAKU_A1_Vormittag_dwdownload.mp3]		tageszeiten
to know	wissen <br><small><i>weiß, wusste, hat gewusst</i></small>		[sound:BAKU_A1_wissen_dwdownload.mp3]		tageszeiten
to brush one's teeth	Zähne putzen <br><small><i>putzt, putzte, hat geputzt</i></small>		[sound:BAKU_A1_zaehne_putzen_dwdownload.mp3]		tageszeiten
on Sunday	am Sonntag		[sound:BAKU_am_Sonntag_dwdownload.mp3]		am-sonntag-koche-ich
to start	an|fangen <br><small><i>fängt an, fing an, hat angefangen</i></small>		[sound:BAKU_A1_anfangen_dwdownload.mp3]		am-sonntag-koche-ich
to finish; to stop	auf|hören <br><small><i>hört auf, hörte auf, hat aufgehört</i></small>		[sound:BAKU_A1_aufhoeren_dwdownload.mp3]		am-sonntag-koche-ich
Tuesday	der Dienstag, die Dienstage		[sound:BAKU_A1_Dienstag_dwdownload.mp3]		am-sonntag-koche-ich
Thursday	der Donnerstag, die Donnerstage		[sound:BAKU_A1_Donnerstag_dwdownload.mp3]		am-sonntag-koche-ich
finished	fertig		[sound:BAKU_A1_fertig_dwdownload.mp3]		am-sonntag-koche-ich
Friday	der Freitag, die Freitage		[sound:BAKU_A1_Freitag_dwdownload.mp3]		am-sonntag-koche-ich
to believe; to think	glauben <br><small><i>glaubt, glaubte, hat geglaubt</i></small>		[sound:BAKU_A1_glauben_dwdownload.mp3]		am-sonntag-koche-ich
to cook	kochen <br><small><i>kocht, kochte, hat gekocht</i></small>		[sound:BAKU_A1_kochen_dwdownload.mp3]		am-sonntag-koche-ich
to correct something	etwas korrigieren <br><small><i>korrigiert, korrigierte, hat korrigiert</i></small>		[sound:BAKU_A1_korrigieren_dwdownload.mp3]		am-sonntag-koche-ich
long; for a long time	lange		[sound:BAKU_A1_lange_dwdownload.mp3]		am-sonntag-koche-ich
to come along with someone	(mit jemandem) mit|kommen <br><small><i>kommt mit, kam mit, ist mitgekommen</i></small>		[sound:BAKU_A1_mitkommen_dwdownload.mp3]		am-sonntag-koche-ich
to take notes	etwas mit|schreiben <br><small><i>schreibt mit, schrieb mit, hat mitgeschrieben</i></small>		[sound:BAKU_A1_mitschreiben_dwdownload.mp3]		am-sonntag-koche-ich
Wednesday	der Mittwoch, die Mittwoche		[sound:BAKU_A1_Mittwoch_dwdownload.mp3]		am-sonntag-koche-ich
Monday	der Montag, die Montage		[sound:BAKU_A1_Montag_dwdownload.mp3]		am-sonntag-koche-ich
"grandpa<br><img src=""39693408_507.jpg"" width=""50%"" height=""50%"">"	der Opa, die Opas		[sound:BAKU_A2_Opa_dwdownload.mp3]		am-sonntag-koche-ich
Saturday	der Samstag, die Samstage		[sound:BAKU_A1_Samstag_dwdownload.mp3]		am-sonntag-koche-ich
"student; pupil (male)<br><img src=""40101695_507.jpg"" width=""50%"" height=""50%"">"	der Schüler, die Schüler		[sound:BAKU_A1_Schueler_dwdownload.mp3]		am-sonntag-koche-ich
"student; pupil (female)<br><img src=""40101707_507.jpg"" width=""50%"" height=""50%"">"	die Schülerin, die Schülerinnen		[sound:BAKU_A1_Schuelerin_dwdownload.mp3]		am-sonntag-koche-ich
Sunday	der Sonntag, die Sonntage		[sound:BAKU_A1_Sonntag_dwdownload.mp3]		am-sonntag-koche-ich
late	spät <br><small><i>später, am spätesten</i></small>		[sound:BAKU_A1_spaet_dwdownload.mp3]		am-sonntag-koche-ich
exercise	die Übung, die Übungen		[sound:BAKU_A1_Uebung_dwdownload.mp3]		am-sonntag-koche-ich
lesson	der Unterricht, die Unterrichte <br><small><i>Plural selten</i></small>		[sound:BAKU_A1_Unterricht_dwdownload.mp3]		am-sonntag-koche-ich
to prepare something	etwas vor|bereiten <br><small><i>bereitet vor, bereitete vor, hat vorbereitet</i></small>		[sound:BAKU_A2_vorbereiten_dwdownload.mp3]		am-sonntag-koche-ich
to read something to somebody	jemandem etwas vor|lesen <br><small><i>liest vor, las vor, hat vorgelesen</i></small>		[sound:BAKU_A2_vorlesen_dwdownload.mp3]		am-sonntag-koche-ich
to wash (something)	(etwas) waschen <br><small><i>wäscht, wusch, hat gewaschen</i></small>		[sound:BAKU_A1_waschen_dwdownload.mp3]		am-sonntag-koche-ich
time	die Zeit <br><small><i>hier nur Singular</i></small>		[sound:BAKU_A1_Zeit_dwdownload.mp3]		am-sonntag-koche-ich
on the weekend	am Wochenende		[sound:BAKU_A1_am_wochenende_dwdownload.mp3]		emmas-wochenende
to sleep in	aus|schlafen <br><small><i>schläft aus, schlief aus, hat ausgeschlafen</i></small>		[sound:BAKU_A2_ausschlafen_dwdownload.mp3]		emmas-wochenende
to visit someone/something	jemanden/etwas besuchen <br><small><i>besucht, besuchte, hat besucht</i></small>		[sound:BAKU_A1_besuchen-a_dwdownload.mp3]		emmas-wochenende
after that	danach		[sound:BAKU_A1_danach_dwdownload.mp3]		emmas-wochenende
then	dann		[sound:BAKU_A1_dann_dwdownload.mp3]		emmas-wochenende
to think	(etwas) denken <br><small><i>denkt, dachte, hat gedacht</i></small>		[sound:BAKU_A1_denken_dwdownload.mp3]		emmas-wochenende
outside	draußen 		[sound:BAKU_A1_draussen_dwdownload.mp3]		emmas-wochenende
inside	drinnen		[sound:BAKU_A2_drinnen_dwdownload.mp3]		emmas-wochenende
"ice cream<br><img src=""39449968_507.jpg"" width=""50%"" height=""50%"">"	das Eis <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Eis_dwdownload.mp3]		emmas-wochenende
to ride a bike	Fahrrad fahren <br><small><i>fährt, fuhr, ist gefahren</i></small>		[sound:BAKU_A1_fahrrad_fahren_dwdownload.mp3]		emmas-wochenende
movie; film	der Film, die Filme		[sound:BAKU_A1_Film_dwdownload.mp3]		emmas-wochenende
early	früh <br><small><i>früher, am frühesten/frühsten</i></small>		[sound:BAKU_A1_frueh_dwdownload.mp3]		emmas-wochenende
to make breakfast	Frühstück machen <br><small><i>macht, machte, hat gemacht</i></small>		[sound:BAKU_A1_fruehstueck_machen_dwdownload.mp3]		emmas-wochenende
to go; to walk	gehen <br><small><i>geht, ging, ist gegangen</i></small>		[sound:BAKU_A1_gehen_dwdownload.mp3]		emmas-wochenende
to go to bed	ins Bett gehen <br><small><i>geht, ging, ist gegangen</i></small>		[sound:BAKU_A1_ins_bett_gehen_dwdownload.mp3]		emmas-wochenende
to go to the movies	ins Kino gehen <br><small><i>geht, ging, ist gegangen</i></small>		[sound:BAKU_A1_ins_kino_gehen_dwdownload.mp3]		emmas-wochenende
to go to the theater	ins Theater gehen <br><small><i>geht, ging, ist gegangen</i></small>		[sound:BAKU_A1_ins_theater_gehen_dwdownload.mp3]		emmas-wochenende
I don't feel well.	Mir ist schlecht.		[sound:BAKU_Mir_ist_schlecht_dwdownload.mp3]		emmas-wochenende
to go outside	nach draußen gehen <br><small><i>geht, ging, ist gegangen</i></small>		[sound:BAKU_A1_nach_draussen_gehen_dwdownload.mp3]		emmas-wochenende
to go home	nach Hause gehen <br><small><i>geht, ging, ist gegangen</i></small>		[sound:BAKU_nach_Hause_gehen_dwdownload.mp3]		emmas-wochenende
chocolate spread	die Schokoladencreme, die Schokoladencremes		[sound:BAKU_A1_schokoladencreme_dwdownload.mp3]		emmas-wochenende
to swim	schwimmen <br><small><i>schwimmt, schwamm, ist geschwommen</i></small>		[sound:BAKU_A1_schwimmen_dwdownload.mp3]		emmas-wochenende
"tennis<br><img src=""39538856_507.jpg"" width=""50%"" height=""50%"">"	das Tennis  <br><small><i>nur Singular</i></small>		[sound:BAKU_A2_Tennis_dwdownload.mp3]		emmas-wochenende
weekend	das Wochenende, die Wochenenden		[sound:BAKU_A1_Wochenende_dwdownload.mp3]		emmas-wochenende
to have time	Zeit haben <br><small><i>hat, hatte, hat gehabt</i></small>		[sound:BAKU_A1_zeit_haben_dwdownload.mp3]		emmas-wochenende
first	zuerst <br><small><i>Kurzform: erst</i></small>		[sound:BAKU_A2_zuerst_dwdownload.mp3]		emmas-wochenende
from when (on)	ab wann		[sound:BAKU_A1_ab_wann_dwdownload.mp3]		wie-spät-ist-es
alone	allein <br><small><i>umgangssprachlich auch: alleine</i></small>		[sound:BAKU_A1_allein_dwdownload.mp3]		wie-spät-ist-es
on	am<br><br>	auf	[sound:BAKU_A1_am_dwdownload.mp3]	[sound:BAKU_A1_auf_dwdownload.mp3]	wie-spät-ist-es
Goodbye! (on the telephone)	Auf Wiederhören!		[sound:BAKU_A1_Auf_Wiederhoeren_dwdownload.mp3]		wie-spät-ist-es
three-quarters of an hour; 45 minutes	die Dreiviertelstunde, die Dreiviertelstunden <br><small><i>Plural selten</i></small>		[sound:BAKU_A1_Dreiviertelstunde_dwdownload.mp3]		wie-spät-ist-es
"fish<br><img src=""39433620_507.jpg"" width=""50%"" height=""50%"">"	der Fisch, die Fische		[sound:BAKU_A1_Fisch_dwdownload.mp3]		wie-spät-ist-es
to be open (as in: a store, business, etc.)	geöffnet haben <br><small><i>hat, hatte, hat gehabt</i></small>		[sound:BAKU_A1_geoffnet_haben_dwdownload.mp3]		wie-spät-ist-es
to be closed (as in: a store, business, etc.)	geschlossen haben <br><small><i>hat, hatte, hat gehabt</i></small>		[sound:BAKU_A1_geschlossen_haben_dwdownload.mp3]		wie-spät-ist-es
half an hour	halbe Stunde		[sound:BAKU_A1_halbe_Stunde_dwdownload.mp3]		wie-spät-ist-es
shortly after	kurz nach		[sound:BAKU_A1_kurz_nach_dwdownload.mp3]		wie-spät-ist-es
shortly before	kurz vor		[sound:BAKU_A1_kurzvor_dwdownload.mp3]		wie-spät-ist-es
unfortunately	leider		[sound:BAKU_A1_leider_dwdownload.mp3]		wie-spät-ist-es
minute	die Minute, die Minuten		[sound:BAKU_A1_Minute_dwdownload.mp3]		wie-spät-ist-es
lunch dish; lunch menu	das Mittagsangebot, die Mittagsangebote		[sound:BAKU_A1_Mittagsangebot_dwdownload.mp3]		wie-spät-ist-es
opening hours; business hours	die Öffnungszeit, die Öffnungszeiten		[sound:BAKU_A1_Oeffnungszeit_dwdownload.mp3]		wie-spät-ist-es
"roulade; braised meat rolls<br><img src=""40100111_507.jpg"" width=""50%"" height=""50%"">"	die Roulade, die Rouladen		[sound:BAKU_A1_Roulade_dwdownload.mp3]		wie-spät-ist-es
hour	die Stunde, die Stunden		[sound:BAKU_A1_Stunde_dwdownload.mp3]		wie-spät-ist-es
"soup<br><img src=""40022862_507.jpg"" width=""50%"" height=""50%"">"	die Suppe, die Suppen		[sound:BAKU_A1_Suppe_dwdownload.mp3]		wie-spät-ist-es
quarter of an hour	die Viertelstunde, die Viertelstunden <br><small><i>Plural selten</i></small>		[sound:BAKU_A1_Viertelstunde_dwdownload.mp3]		wie-spät-ist-es
quarter past	Viertel nach		[sound:BAKU_A1_viertel_nach_dwdownload.mp3]		wie-spät-ist-es
quarter to	Viertel vor		[sound:BAKU_A1_viertel_vor_dwdownload.mp3]		wie-spät-ist-es
before	vor		[sound:BAKU_A1_vor_dwdownload.mp3]		wie-spät-ist-es
to wait (for so./sth.)	(auf jemanden/etwas) warten <br><small><i>wartet, wartete, hat gewartet</i></small>		[sound:BAKU_A1_warten_dwdownload.mp3]		wie-spät-ist-es
train	der Zug, die Züge<br><br>	die Bahn, die Bahnen	[sound:BAKU_A1_Zug_dwdownload.mp3]	[sound:BAKU_A1_Bahn_dwdownload.mp3]	wie-spät-ist-es
in the evening	abends		[sound:BAKU_A1_abends_dwdownload.mp3]		hast-du-morgen-zeit
April	der April <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_April_dwdownload.mp3]		hast-du-morgen-zeit
August	der August <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_August_dwdownload.mp3]		hast-du-morgen-zeit
That works/That's fine. 	Das passt gut.		[sound:BAKU_A1_das_passt_gut_dwdownload.mp3]		hast-du-morgen-zeit
date	das Datum, die Daten<br><br>	die Dattel, die Datteln	[sound:BAKU_A1_Datum_dwdownload.mp3]	[sound:BAKU_A1_Dattel_dwdownload.mp3]	hast-du-morgen-zeit
the date (today)	Der Wievielte ist heute?		[sound:BAKU_der_Wievielte_dwdownload.mp3]		hast-du-morgen-zeit
December	der Dezember <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Dezember_dwdownload.mp3]		hast-du-morgen-zeit
February	der Februar <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Februar_dwdownload.mp3]		hast-du-morgen-zeit
early shift	der Frühdienst, die Frühdienste		[sound:BAKU_A1_Fruehdienst_dwdownload.mp3]		hast-du-morgen-zeit
Today is the... (plus date)	Heute ist der …		[sound:BAKU_A1_heute_ist_der_dwdownload.mp3]		hast-du-morgen-zeit
January	der Januar <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Januar_dwdownload.mp3]		hast-du-morgen-zeit
